gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,score_mean,score_max,score_min,score_std,total_assessments,is_banked_mean,reg_mean,reg_min,unreg_count,clicks_total,vle_mean,vle_max,vle_min,vle_activity_range,engagement_score
M,Wales,Lower Than A Level,60-70%,0-35,0,120,N,Pass,72.54545454545455,92.0,57.0,12.110851632842643,11.0,0.0,-34.0,-34.0,0,575.0,93.31304347826087,234.0,11.0,223.0,41713.63636363637
M,London Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction,85.91666666666667,95.0,61.0,10.022323567764598,12.0,0.0,-129.0,-129.0,0,1064.0,96.14755639097744,268.0,-18.0,286.0,91415.33333333334
F,East Anglian Region,HE Qualification,30-40%,35-55,0,120,N,Fail,59.142857142857146,82.0,33.0,16.856537519397545,7.0,0.0,-108.5,-110.0,1,784.0,100.32270408163265,240.0,-17.0,257.0,46368.0
M,Yorkshire Region,HE Qualification,70-80%,0-35,0,60,N,Distinction,94.0,97.0,87.0,4.760952285695233,4.0,0.0,-92.0,-92.0,0,1022.0,103.12818003913894,261.0,-18.0,279.0,96068.0
M,North Western Region,HE Qualification,0-10%,0-35,0,60,N,Fail,80.33333333333333,94.0,72.0,11.930353445448853,3.0,0.0,-41.0,-41.0,0,118.0,21.61864406779661,92.0,-17.0,109.0,9479.333333333332
M,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,60.75,89.0,4.0,26.222945241579122,8.0,0.0,-59.5,-109.0,0,234.0,87.07264957264957,235.0,6.0,229.0,14215.5
F,London Region,Lower Than A Level,10-20,35-55,0,60,N,Pass,78.2,85.0,68.0,8.438009243891596,5.0,0.0,-63.0,-63.0,0,264.0,91.46969696969697,242.0,-5.0,247.0,20644.8
F,Scotland,HE Qualification,80-90%,35-55,0,60,N,Distinction,95.25,98.0,93.0,2.217355782608345,4.0,0.0,-44.0,-44.0,0,563.0,104.27353463587922,243.0,-11.0,254.0,53625.75
M,North Region,HE Qualification,0,0-35,0,120,N,Fail,60.5,66.0,56.0,4.203173404306164,4.0,0.0,-59.0,-59.0,0,144.0,54.75,182.0,9.0,173.0,8712.0
F,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,84.16666666666667,96.0,66.0,13.317907743585954,6.0,0.0,-22.0,-22.0,0,667.0,60.989505247376314,200.0,-18.0,218.0,56139.16666666667
F,South West Region,A Level or Equivalent,70-80%,35-55,0,60,N,Distinction,72.8,96.0,1.0,40.41905491225642,5.0,0.0,-79.0,-79.0,0,376.0,106.86170212765957,236.0,-9.0,245.0,27372.8
M,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,75.36363636363636,92.0,62.0,8.040805025278592,11.0,0.0,-79.0,-79.0,0,463.0,78.1987041036717,239.0,-18.0,257.0,34893.36363636363
M,London Region,Lower Than A Level,50-60%,0-35,0,60,N,Distinction,89.5,98.0,80.0,7.416198487095665,4.0,0.0,-25.0,-25.0,0,709.0,110.34837799717913,269.0,-11.0,280.0,63455.5
F,West Midlands Region,Lower Than A Level,80-90%,0-35,0,120,N,Pass,77.83333333333333,83.0,72.0,4.119061381755153,6.0,0.0,-45.0,-45.0,0,321.0,61.598130841121495,237.0,-18.0,255.0,24984.5
M,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,30,N,Pass,66.66666666666667,100.0,5.0,28.394541729001368,9.0,0.0,-74.0,-74.0,0,236.0,146.385593220339,254.0,18.0,236.0,15733.333333333334
M,Scotland,Lower Than A Level,80-90%,0-35,0,60,N,Fail,69.14285714285714,100.0,39.0,23.751691669076063,7.0,0.0,-29.0,-29.0,0,383.0,88.15926892950391,197.0,0.0,197.0,26481.714285714283
F,South Region,A Level or Equivalent,90-100%,0-35,0,90,Y,Withdrawn,88.85714285714286,96.0,84.0,4.18045338165497,7.0,0.0,-64.5,-79.0,1,1434.0,108.56694560669456,231.0,-18.0,249.0,127421.14285714287
F,South West Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,74.9090909090909,100.0,40.0,19.37242651530544,11.0,0.0,-71.0,-71.0,0,106.0,60.45283018867924,182.0,-2.0,184.0,7940.363636363636
F,East Midlands Region,A Level or Equivalent,40-50%,35-55,0,120,N,Pass,86.45454545454545,100.0,68.0,10.43420947042598,11.0,0.0,-9.0,-9.0,0,222.0,105.49549549549549,268.0,-8.0,276.0,19192.909090909092
M,London Region,HE Qualification,10-20,35-55,0,120,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,-98.0,-98.0,1,0.0,0.0,0.0,0.0,0.0,0.0
M,South Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,84.66666666666667,98.0,73.0,8.238858408710996,12.0,0.0,-143.0,-143.0,0,915.0,104.57704918032788,248.0,-18.0,266.0,77470.0
M,Scotland,HE Qualification,20-30%,0-35,0,60,N,Pass,90.57142857142857,97.0,84.0,5.442338432975996,7.0,0.0,-43.0,-43.0,0,685.0,127.44817518248175,235.0,-18.0,253.0,62041.42857142857
M,Scotland,HE Qualification,50-60%,0-35,0,60,N,Fail,69.0,94.0,56.0,10.591591862501982,12.0,0.0,-79.0,-79.0,0,279.0,74.93548387096774,226.0,-16.0,242.0,19251.0
F,East Anglian Region,A Level or Equivalent,20-30%,35-55,0,30,N,Pass,90.0,100.0,75.0,11.989578808281799,9.0,0.0,-114.0,-114.0,0,496.0,98.5866935483871,253.0,-13.0,266.0,44640.0
M,West Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,81.36363636363636,91.0,74.0,5.783990443849772,11.0,0.0,-82.0,-82.0,0,1064.0,86.15601503759399,227.0,-18.0,245.0,86570.90909090909
F,Scotland,Lower Than A Level,20-30%,0-35,0,60,N,Fail,74.27272727272727,100.0,63.0,11.261357902943217,11.0,0.0,-53.0,-53.0,0,137.0,98.16058394160584,242.0,1.0,241.0,10175.363636363636
M,Scotland,A Level or Equivalent,40-50%,35-55,0,90,N,Pass,78.83333333333333,99.0,47.0,17.10838886911826,12.0,0.0,-36.0,-36.0,0,372.0,116.3763440860215,264.0,-12.0,276.0,29326.0
F,North Western Region,A Level or Equivalent,80-90%,0-35,0,60,N,Fail,73.5,78.0,69.0,6.363961030678928,2.0,0.0,-149.0,-149.0,0,68.0,30.323529411764707,67.0,-3.0,70.0,4998.0
F,North Western Region,A Level or Equivalent,60-70%,35-55,0,60,N,Withdrawn,50.0,50.0,50.0,0.0,1.0,0.0,-171.0,-171.0,1,49.0,13.224489795918368,69.0,2.0,67.0,2450.0
M,East Midlands Region,Lower Than A Level,80-90%,0-35,2,180,N,Withdrawn,71.44444444444444,89.0,45.0,13.210896176178883,9.0,0.0,-28.0,-28.0,1,422.0,61.56872037914692,227.0,-16.0,243.0,30149.555555555555
M,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,90,N,Pass,87.08333333333333,99.0,76.0,6.430867795722488,12.0,0.0,-29.0,-29.0,0,259.0,122.12355212355213,240.0,-18.0,258.0,22554.583333333332
M,Yorkshire Region,A Level or Equivalent,80-90%,35-55,0,60,N,Distinction,88.16666666666667,97.0,82.0,5.060243137049902,12.0,0.0,-78.0,-78.0,0,1093.0,94.25343092406222,269.0,-18.0,287.0,96366.16666666667
M,East Anglian Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,74.71428571428571,89.0,51.0,11.638322450016126,14.0,0.0,-22.0,-22.0,0,690.0,95.65507246376812,237.0,-7.0,244.0,51552.85714285714
M,South Region,Lower Than A Level,40-50%,0-35,0,70,N,Withdrawn,66.25,90.0,47.0,18.409689477736084,4.0,0.0,-93.0,-93.0,1,368.0,44.73641304347826,146.0,-9.0,155.0,24380.0
M,London Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,-42.0,-42.0,1,19.0,0.0,0.0,0.0,0.0,0.0
M,North Western Region,Lower Than A Level,10-20,35-55,0,30,N,Pass,66.71428571428571,80.0,40.0,15.563999975523492,7.0,0.0,-80.0,-80.0,0,96.0,142.34375,194.0,23.0,171.0,6404.5714285714275
M,West Midlands Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,80.5,91.0,69.0,9.882644720249063,4.0,0.0,-11.0,-11.0,0,530.0,118.7566037735849,263.0,-8.0,271.0,42665.0
F,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,88.45454545454545,100.0,76.0,11.26377943998937,11.0,0.0,-26.0,-26.0,0,537.0,107.52886405959032,260.0,-9.0,269.0,47500.09090909091
F,South West Region,Lower Than A Level,0-10%,35-55,0,30,N,Fail,0.0,0.0,0.0,0.0,0.0,0.0,-25.0,-25.0,0,4.0,-3.0,-3.0,-3.0,0.0,0.0
M,Scotland,Lower Than A Level,50-60%,35-55,0,90,N,Withdrawn,52.5,88.0,9.0,27.872157126012745,8.0,0.0,-138.5,-185.0,1,334.0,96.57185628742515,262.0,5.0,257.0,17535.0
M,North Western Region,A Level or Equivalent,0-10%,0-35,0,90,N,Pass,62.1875,81.0,22.0,16.55785312170633,16.0,0.0,-102.0,-140.0,1,1425.0,106.34947368421052,235.0,-15.0,250.0,88617.1875
M,East Midlands Region,HE Qualification,30-40%,0-35,0,60,N,Fail,85.0,94.0,75.0,8.04155872120988,4.0,0.0,-24.0,-24.0,0,160.0,23.85625,81.0,-12.0,93.0,13600.0
F,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn,84.0,84.0,84.0,0.0,1.0,0.0,-37.0,-37.0,1,55.0,25.98181818181818,46.0,-3.0,49.0,4620.0
F,East Anglian Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,-108.0,-108.0,1,65.0,1.476923076923077,6.0,-18.0,24.0,0.0
M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,90,Y,Pass,87.5,91.0,80.0,3.7796447300922735,8.0,0.0,-55.666666666666664,-61.0,2,321.0,60.47352024922118,236.0,-18.0,254.0,28087.5
M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,71.63636363636364,88.0,38.0,16.001704454668115,11.0,0.0,-50.5,-64.0,0,644.0,83.19875776397515,261.0,-15.0,276.0,46133.818181818184
F,London Region,HE Qualification,90-100%,35-55,0,60,N,Pass,84.0,100.0,69.0,12.008330441822462,11.0,0.0,-191.0,-191.0,0,96.0,120.44791666666667,216.0,2.0,214.0,8064.0
F,North Western Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,57.90909090909091,100.0,38.0,18.046908574348933,11.0,0.0,-89.0,-89.0,0,625.0,60.4416,217.0,-1.0,218.0,36193.181818181816
M,Scotland,HE Qualification,10-20,0-35,0,90,N,Pass,84.66666666666667,100.0,68.0,9.41983722435443,21.0,0.0,-63.0,-63.0,0,961.0,135.90842872008324,269.0,-14.0,283.0,81364.66666666667
F,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,60,Y,Fail,31.0,52.0,1.0,26.664583251946766,3.0,0.0,-52.0,-52.0,0,111.0,22.16216216216216,114.0,-6.0,120.0,3441.0
M,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,30,N,Pass,64.84615384615384,90.0,28.0,19.23904949941721,13.0,0.0,-80.0,-114.0,0,1278.0,108.64553990610328,248.0,-11.0,259.0,82873.38461538461
M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,75.33333333333333,87.0,65.0,11.060440015358036,3.0,0.0,-32.0,-32.0,1,276.0,45.88768115942029,120.0,-14.0,134.0,20792.0
F,East Anglian Region,Lower Than A Level,0-10%,0-35,0,30,N,Fail,85.0,100.0,60.0,14.142135623730953,8.0,0.0,-49.0,-49.0,0,124.0,103.54838709677419,227.0,-12.0,239.0,10540.0
M,South Region,Lower Than A Level,40-50%,35-55,0,60,N,Fail,62.0,62.0,62.0,0.0,1.0,0.0,-25.0,-25.0,0,73.0,11.452054794520548,32.0,-14.0,46.0,4526.0
M,East Anglian Region,Lower Than A Level,60-70%,0-35,0,120,N,Distinction,83.41666666666667,90.0,72.0,5.107184482014854,12.0,0.0,-186.0,-186.0,0,1187.0,88.10530749789385,221.0,-18.0,239.0,99015.58333333334
M,Wales,A Level or Equivalent,30-40%,0-35,0,90,N,Pass,69.45454545454545,86.0,55.0,7.5281290685486555,11.0,0.0,-38.0,-38.0,0,815.0,111.63435582822086,262.0,-18.0,280.0,56605.454545454544
F,North Region,Lower Than A Level,50-60%,0-35,0,120,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,-46.0,-46.0,2,0.0,0.0,0.0,0.0,0.0,0.0
M,Wales,Lower Than A Level,10-20,35-55,0,90,N,Pass,68.0,100.0,40.0,24.76691341285789,11.0,0.0,-28.0,-28.0,0,165.0,101.22424242424242,226.0,3.0,223.0,11220.0
M,North Western Region,A Level or Equivalent,30-40%,35-55,0,120,Y,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,-44.0,-44.0,1,2.0,-4.0,-4.0,-4.0,0.0,0.0
F,South West Region,A Level or Equivalent,30-40%,0-35,0,60,Y,Pass,79.0909090909091,97.0,58.0,10.625013368975544,11.0,0.0,-72.0,-72.0,0,432.0,111.85648148148148,227.0,-4.0,231.0,34167.27272727273
F,Ireland,Lower Than A Level,60-70%,35-55,0,60,N,Fail,65.2,100.0,53.0,19.562719647329203,5.0,0.0,-25.0,-25.0,0,58.0,54.5,258.0,-1.0,259.0,3781.6000000000004
M,South East Region,A Level or Equivalent,70-80%,0-35,0,30,N,Fail,96.0,96.0,96.0,0.0,1.0,0.0,-45.0,-45.0,0,83.0,37.024096385542165,66.0,14.0,52.0,7968.0
M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,30,N,Distinction,78.92307692307692,98.0,58.0,12.106895682912409,13.0,0.0,-45.0,-67.0,0,1239.0,106.35108958837772,262.0,-18.0,280.0,97785.6923076923
M,East Anglian Region,Lower Than A Level,40-50%,0-35,1,120,N,Withdrawn,74.66666666666667,86.0,66.0,9.1796877216312,6.0,0.5,-20.0,-24.0,2,425.0,31.007058823529412,76.0,-10.0,86.0,31733.333333333336
F,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,75.83333333333333,87.0,58.0,10.06810144300636,6.0,0.0,-150.0,-150.0,0,829.0,97.94933655006031,261.0,-18.0,279.0,62865.83333333333
F,North Western Region,A Level or Equivalent,70-80%,0-35,0,30,N,Fail,77.0,100.0,50.0,25.416530054277665,6.0,0.0,-17.0,-17.0,0,59.0,120.27118644067797,222.0,-1.0,223.0,4543.0
M,South Region,HE Qualification,90-100%,35-55,0,60,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,-157.0,-157.0,1,5.0,2.0,18.0,-18.0,36.0,0.0
M,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,82.5,92.0,75.0,7.937253933193772,4.0,0.0,-164.0,-164.0,0,287.0,89.0801393728223,227.0,0.0,227.0,23677.5
F,West Midlands Region,A Level or Equivalent,80-90%,35-55,0,30,N,Pass,84.71428571428571,100.0,63.0,16.44771937161722,14.0,0.0,-70.0,-116.0,0,639.0,125.92175273865415,261.0,-8.0,269.0,54132.428571428565
F,Ireland,Lower Than A Level,80-90%,0-35,0,60,N,Pass,80.58333333333333,92.0,65.0,8.680786865605018,12.0,0.0,-31.5,-49.0,0,2271.0,129.3778071334214,262.0,-13.0,275.0,183004.75
M,East Anglian Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,89.25,95.0,83.0,4.924428900898052,4.0,0.0,-44.0,-44.0,0,778.0,85.90359897172236,256.0,-11.0,267.0,69436.5
M,Scotland,Lower Than A Level,10-20,0-35,0,60,Y,Fail,69.0,69.0,69.0,0.0,1.0,0.0,-30.0,-30.0,0,30.0,3.7666666666666666,16.0,-5.0,21.0,2070.0
M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,90,N,Pass,72.25,79.0,68.0,4.991659710623977,4.0,0.0,-25.0,-25.0,0,70.0,111.9,231.0,44.0,187.0,5057.5
M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,30,N,Fail,30.0,30.0,30.0,0.0,1.0,0.0,-93.0,-93.0,0,69.0,7.27536231884058,28.0,-13.0,41.0,2070.0
F,East Anglian Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,58.0,76.0,48.0,12.355835328567093,4.0,0.0,-15.0,-15.0,0,210.0,48.79047619047619,142.0,-3.0,145.0,12180.0
M,South West Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,65.85714285714286,80.0,40.0,15.137465347370979,7.0,0.0,-154.0,-154.0,0,209.0,78.38277511961722,239.0,-25.0,264.0,13764.142857142859
F,East Anglian Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn,33.5,66.0,1.0,45.96194077712559,2.0,0.0,-30.0,-30.0,1,95.0,22.757894736842104,58.0,-9.0,67.0,3182.5
M,South Region,Lower Than A Level,40-50%,35-55,0,60,N,Withdrawn,51.5,86.0,34.0,23.74166520416516,4.0,0.0,-139.0,-139.0,1,161.0,44.35403726708075,140.0,-14.0,154.0,8291.5
M,North Western Region,Lower Than A Level,90-100%,0-35,0,60,N,Fail,67.33333333333333,87.0,59.0,8.12776759390954,12.0,0.0,-58.0,-58.0,0,797.0,93.43538268506902,240.0,-17.0,257.0,53664.666666666664
M,South East Region,A Level or Equivalent,70-80%,0-35,0,30,Y,Distinction,96.0,100.0,90.0,5.477225575051661,5.0,0.0,-57.0,-57.0,0,475.0,100.20631578947368,236.0,-18.0,254.0,45600.0
M,South West Region,Lower Than A Level,70-80%,35-55,0,240,Y,Withdrawn,40.0,40.0,40.0,0.0,3.0,0.3333333333333333,-80.33333333333333,-141.0,3,488.0,39.420081967213115,125.0,-15.0,140.0,19520.0
M,Ireland,Post Graduate Qualification,0,35-55,0,60,N,Pass,89.57142857142857,100.0,72.0,7.691368074480823,21.0,0.0,-27.5,-39.0,0,1316.0,112.92933130699087,233.0,-16.0,249.0,117876.0
F,East Anglian Region,Lower Than A Level,70-80%,35-55,0,30,N,Pass,93.33333333333333,100.0,75.0,10.307764064044152,9.0,0.0,-36.0,-36.0,0,405.0,130.5185185185185,229.0,-15.0,244.0,37800.0
M,South Region,A Level or Equivalent,20-30%,35-55,0,30,N,Pass,77.08333333333333,96.0,13.0,21.968813984345807,12.0,0.0,-64.0,-110.0,0,1002.0,107.02195608782435,265.0,-15.0,280.0,77237.5
F,North Western Region,Lower Than A Level,30-40%,35-55,0,90,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,-144.0,-144.0,1,0.0,0.0,0.0,0.0,0.0,0.0
M,South West Region,A Level or Equivalent,60-70%,0-35,0,30,N,Pass,91.25,98.0,84.0,6.800735254367722,4.0,0.0,-166.0,-166.0,0,266.0,108.99248120300751,213.0,-4.0,217.0,24272.5
F,North Western Region,A Level or Equivalent,10-20,0-35,0,60,N,Distinction,91.16666666666667,97.0,84.0,5.231315959361151,6.0,0.0,-59.0,-59.0,0,1049.0,112.64918970448046,261.0,-15.0,276.0,95633.83333333334
M,East Midlands Region,Lower Than A Level,10-20,0-35,1,60,N,Pass,81.33333333333333,100.0,46.0,20.143237078483686,9.0,0.0,-10.0,-10.0,0,63.0,144.6984126984127,234.0,-6.0,240.0,5124.0
M,Scotland,A Level or Equivalent,50-60%,35-55,2,60,N,Fail,49.7,85.0,17.0,24.230605073382346,10.0,0.0,-43.0,-50.0,1,561.0,70.50267379679144,242.0,-25.0,267.0,27881.7
F,Yorkshire Region,Lower Than A Level,10-20,0-35,0,30,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,-51.0,-51.0,1,0.0,0.0,0.0,0.0,0.0,0.0
M,South East Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,81.5,99.0,64.0,18.556220879622373,4.0,0.0,-122.5,-182.0,1,446.0,59.11210762331839,235.0,-15.0,250.0,36349.0
F,South Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,88.85714285714286,98.0,76.0,8.335237877600763,7.0,0.0,-144.0,-144.0,0,549.0,111.1256830601093,255.0,-25.0,280.0,48782.57142857143
M,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,66.6,86.0,33.0,22.23285856564558,5.0,0.0,-87.0,-182.0,1,241.0,86.80912863070539,245.0,-9.0,254.0,16050.599999999999
M,Wales,Lower Than A Level,50-60%,35-55,0,60,N,Fail,65.0,68.0,62.0,4.242640687119285,2.0,0.0,-79.0,-79.0,0,236.0,25.783898305084747,63.0,0.0,63.0,15340.0
M,Yorkshire Region,A Level or Equivalent,40-50%,55<=,0,90,N,Pass,73.91666666666667,97.0,38.0,18.05777764104247,12.0,0.0,-27.5,-35.0,0,1406.0,108.01635846372689,240.0,-12.0,252.0,103926.83333333334
M,Wales,HE Qualification,0-10%,0-35,1,180,N,Fail,0.0,0.0,0.0,0.0,0.0,0.0,-67.0,-71.0,1,102.0,7.705882352941177,30.0,-11.0,41.0,0.0
M,London Region,Lower Than A Level,10-20,0-35,0,135,N,Pass,86.33333333333333,99.0,77.0,7.854741860619589,12.0,0.0,-191.0,-191.0,0,952.0,80.18172268907563,256.0,-18.0,274.0,82189.33333333333
M,North Western Region,Lower Than A Level,10-20,0-35,0,60,N,Fail,71.45454545454545,96.0,53.0,11.69071115342122,11.0,0.0,-149.0,-149.0,0,439.0,90.97266514806378,255.0,-18.0,273.0,31368.545454545452
M,East Midlands Region,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn,33.0,33.0,33.0,0.0,1.0,0.0,-27.5,-31.0,2,234.0,7.427350427350428,36.0,-25.0,61.0,7722.0
M,East Anglian Region,Lower Than A Level,10-20,35-55,0,150,N,Fail,81.45454545454545,100.0,53.0,13.463756061097039,11.0,0.0,-46.0,-46.0,0,1373.0,73.38164603058995,214.0,-18.0,232.0,111837.09090909091
M,London Region,A Level or Equivalent,20-30%,35-55,0,90,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,-28.0,-28.0,1,93.0,-6.10752688172043,11.0,-18.0,29.0,0.0
F,North Western Region,A Level or Equivalent,40-50%,0-35,0,120,Y,Pass,69.08333333333333,82.0,55.0,8.979353422089359,12.0,0.0,-72.0,-72.0,0,474.0,115.44725738396625,227.0,-18.0,245.0,32745.499999999996
M,North Western Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,-8.0,0,9.0,9.88888888888889,12.0,-5.0,17.0,0.0
M,South Region,HE Qualification,90-100%,35-55,0,60,N,Pass,83.58333333333333,94.0,70.0,6.84182768422343,12.0,0.0,-17.0,-17.0,0,625.0,111.4768,225.0,-14.0,239.0,52239.58333333333
F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,Y,Withdrawn,74.0,74.0,74.0,0.0,1.0,0.0,-34.0,-34.0,1,64.0,9.265625,38.0,-18.0,56.0,4736.0
M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,Y,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,-52.0,-52.0,1,0.0,0.0,0.0,0.0,0.0,0.0
M,Scotland,Lower Than A Level,40-50%,0-35,0,120,N,Pass,78.58333333333333,96.0,60.0,9.472048192956844,12.0,0.0,-107.0,-107.0,0,1179.0,88.23070398642918,240.0,-18.0,258.0,92649.75
M,Ireland,Lower Than A Level,60-70%,0-35,0,60,N,Pass,70.4,100.0,50.0,24.965976848503242,5.0,0.0,-11.0,-11.0,0,233.0,99.6137339055794,255.0,3.0,252.0,16403.2
F,Scotland,HE Qualification,50-60%,0-35,0,60,N,Withdrawn,69.4,85.0,35.0,21.431285542402726,5.0,0.0,-31.0,-31.0,1,723.0,54.72337482710927,194.0,-24.0,218.0,50176.200000000004
M,North Region,A Level or Equivalent,10-20,0-35,1,60,N,Withdrawn,86.83333333333333,92.0,80.0,4.750438576243951,6.0,0.0,-45.5,-53.0,2,631.0,19.811410459587954,86.0,-15.0,101.0,54791.83333333333
M,South East Region,Lower Than A Level,10-20,35-55,0,120,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,-82.5,-86.0,2,0.0,0.0,0.0,0.0,0.0,0.0
M,Scotland,A Level or Equivalent,20-30%,0-35,0,90,N,Distinction,89.0,100.0,67.0,9.335033858688309,15.0,0.0,-38.0,-40.0,0,564.0,109.29432624113475,250.0,-18.0,268.0,50196.0
M,London Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,-24.0,-24.0,1,0.0,0.0,0.0,0.0,0.0,0.0
M,Scotland,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,79.72727272727273,100.0,60.0,12.297080215164161,11.0,0.0,-66.0,-66.0,0,564.0,139.97695035460993,261.0,-4.0,265.0,44966.18181818182
M,South Region,HE Qualification,70-80%,35-55,0,90,N,Distinction,91.64285714285714,97.0,85.0,3.7948779823729395,14.0,0.0,-66.0,-66.0,0,1441.0,93.72102706453852,240.0,-16.0,256.0,132057.35714285713
M,North Region,A Level or Equivalent,30-40%,0-35,1,180,N,Fail,67.33333333333333,90.0,48.0,21.197484127446195,3.0,0.0,-61.0,-61.0,0,139.0,32.39568345323741,100.0,-18.0,118.0,9359.333333333332
M,South East Region,HE Qualification,40-50%,0-35,0,60,N,Pass,76.85714285714286,94.0,31.0,15.595152811331834,14.0,0.0,-16.0,-16.0,0,588.0,74.12585034013605,236.0,-15.0,251.0,45192.0
M,South Region,A Level or Equivalent,70-80%,0-35,0,90,N,Distinction,80.66666666666667,94.0,68.0,8.315739002128142,12.0,0.0,-21.0,-21.0,0,698.0,108.79512893982807,266.0,-18.0,284.0,56305.333333333336
F,Yorkshire Region,Lower Than A Level,70-80%,0-35,0,30,N,Pass,87.22222222222223,100.0,80.0,9.7182531580755,9.0,0.0,3.0,3.0,0,213.0,133.69014084507043,261.0,5.0,256.0,18578.333333333336
M,East Midlands Region,HE Qualification,80-90%,0-35,0,120,N,Withdrawn,77.88888888888889,98.0,38.0,20.127372185934036,9.0,0.0,-22.0,-22.0,1,177.0,46.6045197740113,196.0,-12.0,208.0,13786.333333333332
F,London Region,A Level or Equivalent,90-100%,35-55,0,30,N,Pass,93.77777777777777,100.0,80.0,8.348319857578797,9.0,0.0,-37.0,-37.0,0,331.0,125.34441087613293,247.0,-12.0,259.0,31040.44444444444
M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,120,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,-38.0,-38.0,1,0.0,0.0,0.0,0.0,0.0,0.0
M,London Region,A Level or Equivalent,90-100%,0-35,0,180,N,Withdrawn,81.0,86.0,76.0,7.0710678118654755,2.0,0.0,-68.0,-68.0,1,164.0,33.670731707317074,62.0,-11.0,73.0,13284.0
M,Wales,Lower Than A Level,40-50%,0-35,0,60,N,Fail,59.357142857142854,88.0,18.0,21.44261444613773,14.0,0.0,-29.0,-29.0,0,645.0,68.69612403100776,224.0,-15.0,239.0,38285.35714285714
F,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,120,N,Fail,74.5,100.0,53.0,14.30284686946723,8.0,0.0,-88.0,-88.0,0,59.0,63.32203389830509,166.0,-9.0,175.0,4395.5
M,South Region,HE Qualification,70-80%,35-55,0,60,N,Distinction,88.57142857142857,94.0,83.0,3.8668308667927196,7.0,0.0,-57.0,-57.0,0,1024.0,98.79296875,241.0,-18.0,259.0,90697.14285714286
F,North Western Region,Lower Than A Level,50-60%,35-55,0,60,N,Fail,36.333333333333336,68.0,1.0,33.6501609703926,3.0,0.0,-32.0,-32.0,0,40.0,2.025,16.0,-9.0,25.0,1453.3333333333335
